Name,Team,Competition,Season,Minutes,Primary Position,Nationality,Date of Birth,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Dieter Villalpando,Juárez,Liga MX,2024/2025,2240,Centre Attacking Midfielder,Mexico,03/08/91,0.08,0.08,0.07,0.05,1.37,6,29,1,,0.07,0.08,0.06,1.12,0.08,0.06,1.04,0,0.01,0.08,0.16,0.13,2.49,0.03,1.65,0.96,0.68,59,1.37,0,1.17,2.41,0.4,0.34,0.2,0.19,27.44,16.63,0.01,5.46,52.7,3.37,6.35,1.04,1.45,57,0.93,1.27,0.88,40,0.8,44,0.48,0,25.51,20.71,4.46,3.78,0.16,53.63,14.66,57,2.81,74,0.12,0,0.04,36.44,81,3.42,8,60,1.04,4.82,23,84,2,56.65,6.27,0.31,0.36,36.96,91,5.86,12.98,1.04,0.84,0.2,0.12,1.45,2.29,0.08,23,0.24,22,0.36,16,72,11,19,71,11,21.18,18.05,0.94,100,-3.13,19.96,18.12,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,9,5,39,0,0.06,-0.01,-0.01,,0.04
Domingo Blanco,Tijuana,Liga MX,2024/2025,1691,Left Wing,Argentina,21/04/95,0.16,0.16,0.14,0.06,2.29,7,30,4,,0.13,0.05,0.1,1.28,0.05,0.09,1.12,0,0.01,0.16,0.21,0.24,3.57,-0.02,3.14,1.54,1.6,49,1.76,0.05,2.93,4.36,0.75,1.06,0.32,0.46,18.95,6.81,0,3.62,54.2,3.51,5.48,2.5,3.25,87,3.49,4.55,1.44,50,0.37,14,0.16,0,15.28,20.9,2.98,4.68,0.43,55.6,8.94,59,3.83,82,0.16,0,0,23.58,81,1.01,11,51,0.59,1.7,16,77,-3,71.07,1.86,0.36,0.48,31.88,79,6.16,12.3,1.6,1.22,0.37,0.32,4.26,5.48,0,20,0.64,38,0.85,12,66,22,10,63,27,16.73,14.87,0.95,100,-1.86,15.95,14.89,0,0,0,0,0,,0,0,,0,0,0,0,0,0,21,11,6.38,40,0.03,0.17,0.02,-0.03,,0.2
Dylan Muratalla,Puebla,Liga MX,2024/2025,16,Left Midfielder,Mexico,02/02/04,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,5.55,0,0,0,0,0,55.5,11.1,0,11.1,55.02,5.55,11.1,5.55,5.55,50,2.28,2.28,0,0,5.55,0,0,0,49.95,20.52,5.55,0,0,55.02,27.75,56,0,,0,0,0,27.75,40,0,0,,0,0,80,50,10,64.06,0,0,0,27.75,80,3.68,5.55,0,0,0,0,0,0,0,,0,,0,20,80,0,0,100,0,15.14,12.85,0.97,115,-2.28,14.73,14.73,0,0,0,0,0,,0,0,,0,0,0,0,0,0,20,20,,,-0.03,0.01,-0.12,,,-0.14
Dória,Atlas,Liga MX,2024/2025,3153,Left Centre Back,Brazil,07/11/94,0.06,0.06,0.05,0.06,0.8,7,14,0,,0.03,0,0,0.11,0,0,0.11,0,0,0,0.06,0.05,0.91,0,0.2,0.17,0.03,86,0.63,0.03,0.09,0.2,1.11,0.97,3.85,2.81,11.65,5.17,0.08,4.57,28.57,1.83,7.88,1.23,2.34,75,0.98,1.95,1.11,57,0.4,67,1.83,0,9.31,7.02,2.6,1.2,0.23,34.14,2.14,23,0.51,43,0.29,0,0,34.05,80,2.74,79,42,5.05,5.31,15,65,-15,36.21,2.77,0.18,0.21,26.32,99,4.54,2.85,0.14,0.09,0.06,0.06,0.88,0.97,0.03,0,0,0,0.06,35,61,5,50,48,2,24.34,25.49,0.86,79,1.15,21.03,20.26,0,0,0,0,0,,0,0,,0,0,0,0,0,0,19,9,2.17,15,0.06,0.03,0.06,-0.03,,0.12
Eder López,Juárez,Liga MX,2024/2025,346,Left Back,Mexico,31/12/05,0,0,0.02,0.02,1.04,0,50,1,,0.03,0,0.01,0.78,0,0.01,0.78,0,0,0,0,0.03,1.82,-0.03,1.3,0.52,0.78,40,1.04,0,1.3,1.04,1.04,0.92,2.86,3.01,14.81,6.49,0.06,2.86,32.02,3.9,10.13,2.6,3.64,83,2.77,3.69,0.78,86,0.52,43,0.78,0,11.43,12.02,1.56,1.82,0,35.09,2.86,25,0.78,43,0.26,0,0,42.34,75,2.08,94,42,3.64,4.16,8,59,-16,47.4,5.97,0.47,0.47,37.4,94,4.4,5.97,0.26,0,0.26,0,0.52,0.52,0,0,0,0,0,34,60,6,35,52,13,19.56,22.39,0.94,102,2.83,18.38,22.84,0,0,0,0,0,,0,0,,0,0,0,0,0,0,29,14,5.43,31,0.09,0.07,0.17,0.01,,0.34
Edgar Andrés Guerra Hernández,León,Liga MX,2024/2025,1350,Right Back,Colombia,08/03/01,0,0,0.05,0.03,1.4,0,19,2,,0.02,0.13,0.08,0.87,0.13,0.08,0.8,0,0,0.07,0.13,0.13,2.27,0,3.8,1.4,2.4,37,1.47,0,1.6,3.93,0.87,0.81,1.07,0.86,23.4,9.34,0.03,5.47,36.55,2.2,5.6,3.53,4.4,80,2.99,3.8,1.07,71,0.87,27,0.27,0.07,18.8,17.51,3.87,3.67,0.27,39.78,6.47,34,2.4,65,0.13,0,0.07,27.61,78,2.73,18,62,1.73,3.73,14,76,-2,54.27,3.8,0.3,0.36,32.21,84,7.26,8.8,1,0.87,0.13,0.2,2,2.87,0.13,40,0.53,33,0.33,20,68,12,14,70,16,20.78,20.84,0.93,85,0.05,19.27,17.79,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,10,4.86,35,0.1,0.08,-0.02,-0.03,,0.12
Edgar López,Toluca,Liga MX,2024/2025,796,Left Centre Forward,Mexico,20/04/99,0.11,0.11,0.27,0.17,1.58,7,50,3,,0.27,0.11,0.05,0.57,0.11,0.05,0.57,0,0,0,0.23,0.31,2.15,-0.09,1.24,0.79,0.45,64,1.13,0,0.79,2.6,0.9,0.95,0.57,0.73,16.4,7.69,0,2.6,60.08,2.15,3.73,0.45,1.36,80,0.6,1.56,0.45,67,0.11,50,1.81,0,15.5,20.72,2.04,3.28,0.34,62.97,10.86,70,2.94,90,0,0,0,22.51,75,0.34,85,27,0.9,0.9,29,70,-5,61.84,2.26,0.6,0.63,22.06,89,5.92,9.05,0.79,0.79,0,0.23,5.09,5.88,0,43,0.34,38,0.9,10,68,22,9,66,25,15.04,14.82,0.94,91,-0.22,14.2,13.45,0,0,0,0,0,,0,0,,0,0,0,0,0,0,20,6,3.01,21,-0.09,-0.03,0,0.1,,-0.02
Edgar Zaldívar,Atlas,Liga MX,2024/2025,1161,Right Back,Mexico,16/10/96,0.08,0.08,0.04,0.08,0.47,17,83,1,,0.11,0,0.01,0.23,0,0.01,0.23,0,0,0,0.08,0.05,0.7,0.03,0.78,0.31,0.47,40,2.17,0,0.39,1.55,1.71,1.43,2.02,1.57,15.9,6.98,0.03,4.81,34.44,2.79,7.52,2.33,4.03,73,1.9,3.33,1.16,39,0.85,56,1.09,0,12.41,10.48,2.95,2.02,0.23,38.06,4.34,35,1.4,69,0.08,0,0,34.12,81,2.87,7,63,2.33,4.27,12,77,-3,47.6,3.41,0.33,0.33,29.31,94,4.39,6.13,0.85,0.31,0.54,0.08,1.55,1.86,0.08,18,0.16,17,0.23,29,62,9,23,63,14,20.39,18.61,0.94,102,-1.78,19.22,18.94,0,0,0,0,0,,0,0,,0,0,0,0,0,0,23,13,3.08,23,0.11,0.03,0.02,0.03,,0.19
Edson,Juárez,Liga MX,2024/2025,620,Right Back,Brazil,23/04/98,0,0,0,,0,,,0,,0,0,0.01,0.44,0,0.01,0.44,0,0,0,0,0.01,0.44,-0.01,1.16,0.58,0.58,50,1.02,0,0.73,1.45,1.74,1.88,2.47,2.23,19.61,10.31,0.02,4.79,30.31,3.2,7.12,3.34,5.08,74,3.13,5.01,2.03,65,1.16,73,1.6,0.15,14.24,13.2,2.61,3.34,0,33.87,4.07,29,2.32,70,0.44,0,0,36.46,79,2.91,12,59,2.76,4.65,14,66,-13,46.1,3.92,0.27,0.27,34.28,94,5.58,4.94,0.73,0.29,0.44,0,0.15,0.44,0,20,0.15,33,0,35,57,9,35,56,9,21.27,18.23,0.96,96,-3.05,20.48,17.5,0,0,0,0,0,,0,0,,0,0,0,0,0,0,21,13,4.85,35,0.09,0.06,0.05,,,0.19
Edson Gutiérrez,Santos Laguna,Liga MX,2024/2025,1185,Right Centre Back,Mexico,18/01/96,0,0,0.02,0.07,0.23,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.02,0.23,-0.02,0.15,0.15,0,100,1.14,0,0.08,0.3,1.14,1.09,4.03,3.68,12.99,5.7,0.07,5.7,27.28,1.67,6.08,1.44,2.58,90,1.15,2.24,1.22,75,0.15,65,1.67,0,10.33,9.86,3.57,0.84,0,32.26,2.05,20,0.46,55,0.08,0,0,43.91,87,5.39,9,65,5.01,7.37,8,56,-31,35.95,3.72,0.28,0.29,35.78,99,5.19,3.95,0.15,0.15,0,0,0.76,0.91,0,0,0,,0.08,23,76,2,27,71,2,24.96,25.96,0.93,81,1.01,23.3,21.14,0,0,0,0,0,,0,0,,0,0,0,0,0,0,10,5,2.92,21,0.04,0.05,-0.03,-0.02,,0.05
Edson Gutiérrez,Monterrey,Liga MX,2024/2025,672,Right Back,Mexico,18/01/96,0.13,0.13,0.01,0.03,0.4,33,33,0,,0.04,0,0.03,0.54,0,0.03,0.54,0,0,0,0.13,0.04,0.94,0.09,0.67,0.13,0.54,20,0.67,0.13,0.4,1.21,1.88,2.3,2.14,2.45,15.4,6.97,0.01,4.29,32.17,2.41,6.16,2.68,4.55,80,3.21,5.51,1.74,79,0.67,47,1.21,0,10.98,13.39,2.81,1.47,0,35.69,3.21,29,0.94,64,0,0,0,36.3,83,1.88,9,47,2.81,3.35,9,57,-26,53.53,2.41,0.35,0.37,31.48,95,2.73,9.64,0.67,0.67,0,0.13,0.94,1.61,0,80,0.67,38,0.13,23,65,12,28,54,18,18.28,15.69,0.9,77,-2.58,16.51,12.04,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,10,4.27,27,0.07,0.12,0.02,-0.01,,0.21
Eduardo Aguirre,Atlas,Liga MX,2024/2025,2584,Centre Forward,Mexico,02/08/98,0.28,0.28,0.23,0.1,2.26,12,35,4,,0.21,0.1,0.07,0.56,0.07,0.06,0.52,0.03,0,0.03,0.38,0.3,2.82,0.08,1.15,0.38,0.77,33,2.23,0.03,2.19,3.55,0.21,0.13,0.66,0.52,21.84,11.25,0.01,3.03,60.77,2.93,4.25,0.63,0.84,51,0.62,0.75,1.11,29,0.59,34,1.6,0,20.13,14.75,2.4,2.68,0.24,62.38,14.21,71,2.16,81,0.14,0,0,15.19,70,0.42,8,46,0.98,0.59,35,68,-2,61.89,1.46,0.34,0.47,18.35,74,4.16,6.03,0.35,0.28,0.07,0.38,4.49,4.77,0.14,0,0.1,19,0.45,16,64,21,14,71,15,14.9,12.9,0.96,98,-2,14.38,12.63,0,0,0,0,0,,0,0,,0,0,0,0,0,0,27,10,3.04,22,0,0.01,0.04,0.04,,0.09
Eduardo Alonso Armenta Palma,Querétaro,Liga MX,2024/2025,238,Right Defensive Midfielder,Mexico,15/12/01,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,1.13,0.75,60,0.38,0,2.64,3.02,0.38,0.14,0.75,0.62,27.17,16.98,0.03,3.77,45.57,3.02,5.66,3.77,4.15,59,3.23,3.37,1.51,13,2.64,0,0,0,21.89,14.12,2.64,6.79,0,44.7,8.3,38,4.15,61,0,0,0,27.55,75,0.75,25,33,1.51,1.51,25,74,-1,52.39,3.4,0.11,0.11,23.78,78,3.84,6.04,0,0,0,0,0.75,0.75,0,,0,,0.38,20,71,9,19,69,13,17.07,18.37,0.98,89,1.3,16.75,16.29,0,0,0,0,0,,0,0,,0,0,0,0,0,0,24,15,1.89,27,-0.03,0.01,0.04,,,0.02
Eduardo Alonso Armenta Palma,Tijuana,Liga MX,2024/2025,24,,Mexico,15/12/01,0,0,0.87,0.12,7.47,0,0,13,,0,0,0.15,3.74,0,0.15,3.74,0,0,0,0,1.02,11.21,-1.02,0,0,0,,3.74,0,0,0,0,0,0,0,22.42,14.95,0,0,38.25,3.74,11.21,3.74,3.74,33,5.74,5.74,0,0,7.47,,0,0,18.69,28.7,0,0,0,38.25,3.74,20,0,,0,0,0,26.16,100,0,14,,0,0,43,100,0,51.47,0,0.49,1.32,26.16,100,4.01,7.47,0,0,0,0,11.21,11.21,0,,0,,0,0,57,43,0,50,50,15.09,16.92,1,100,1.83,15.09,16.92,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,7.47,21,0.32,0.11,0.03,-0.86,,-0.4
Eduardo Bauermann,Pachuca,Liga MX,2024/2025,1763,Right Centre Back,Brazil,12/02/96,0.05,0.05,0.06,0.09,0.71,7,29,0,,0.06,0,0,0.05,0,0,0.05,0,0,0,0.05,0.07,0.77,-0.01,0.15,0.1,0.05,67,0.71,0,0.1,0.31,1.48,1.61,3.78,4.2,13.22,5.51,0.09,5.92,29.13,1.74,10.06,1.43,2.91,80,1.61,3.22,1.12,64,0.36,71,2.5,0.05,10.72,11.89,3.42,1.74,0.31,32.79,1.94,18,0.56,32,0.26,0.05,0,34.36,87,1.99,23,52,4.49,3.11,13,68,-19,36.04,1.94,0.37,0.41,25.53,99,4.4,1.89,0.1,0.1,0,0,1.33,1.43,0.05,0,0,,0,25,69,5,41,59,0,22.16,23.38,0.92,92,1.22,20.44,21.44,0,0,0,0,0,,0,0,,0,0,0,0,0,0,15,7,2.75,17,0.03,0.03,0.08,-0.04,,0.09
Eduardo García Mendoza,Guadalajara,Liga MX,2024/2025,205,Goalkeeper,Mexico,10/07/02,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,5.72,2.59,0,1.76,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,0,0,17.59,79,7.03,12,55,2.2,10.55,14,67,-13,10.99,0.88,0.13,0.13,13.19,100,4.97,0,0,0,0,0,0,0,0,,0,,0,33,67,0,,,,37.26,35.33,0.8,71,-1.93,29.69,25.18,1.32,0.9,-0.42,67,77,-11,0.59,3.96,32,12.31,1.33,0,0,18.54,2,8,2,1.06,7,0.08,0.01,,,-0.37,-0.28
Eduardo Tercero,Tigres UANL,Liga MX,2024/2025,43,Right Back,Mexico,05/05/96,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6.33,2,10.55,6.33,0,4.22,27.62,0,2.11,4.22,4.22,67,1.33,1.33,0,67,2.11,0,0,0,8.44,2.67,2.11,2.11,0,34.38,2.11,25,2.11,100,0,0,0,10.55,100,2.11,0,100,6.33,2.11,11,100,0,42.82,4.22,0.19,0.19,8.44,100,1.72,2.11,0,0,0,0,0,0,0,,0,,0,44,44,11,0,100,0,24.14,12.17,1,100,-11.98,24.14,12.17,0,0,0,0,0,,0,0,,0,0,0,0,0,0,11,11,8.65,49,0.08,-0.01,0.14,,,0.22
Eduardo Águila Castro,Atlético San Luis,Liga MX,2024/2025,3437,Centre Back,Mexico,16/05/02,0,0,0.03,0.06,0.55,0,29,0,,0.02,0,0,0.08,0,0,0.08,0,0,0,0,0.04,0.63,-0.04,0.45,0.39,0.05,88,0.37,0,0.21,0.24,0.99,1.08,4.37,4.57,10.29,5.5,0.05,4.48,23.9,1.31,7.75,1.47,2.46,84,1.75,2.83,0.65,69,0.29,60,2.12,0.05,8.17,9.47,2.64,1.39,0.16,30.39,1.26,15,0.45,32,0.1,0,0,44.14,88,3.74,88,60,5.29,5.34,12,72,-16,32.36,1.57,0.33,0.34,36.26,99,4.86,1.54,0.05,0.05,0,0.03,0.99,1.05,0,0,0,0,0.03,22,76,2,41,58,2,23.2,23.33,0.93,87,0.13,21.6,20.38,0,0,0,0,0,,0,0,,0,0,0,0,0,0,12,6,2.44,19,0.03,0.05,0.1,-0.03,,0.14
Efraín Orona,Puebla,Liga MX,2024/2025,3186,Left Centre Back,Mexico,21/02/99,0.03,0.03,0.02,0.05,0.48,6,29,0,,0.03,0,0.01,0.11,0,0.01,0.11,0,0,0,0.03,0.03,0.59,0,0.23,0.11,0.11,50,0.23,0,0.23,0.45,1.38,0.65,3.7,2.04,13.96,7.63,0.06,4.27,27.13,1.36,6.75,1.84,3.22,84,1.21,1.86,1.05,79,0.34,56,1.69,0.06,11.07,6.26,2.82,1.21,0.14,31.37,1.89,17,0.71,58,0.17,0,0,29.75,76,3.16,87,47,4.6,5.85,12,61,-15,38.65,2.6,0.18,0.2,22.91,98,4.75,2.77,0.2,0.17,0.03,0.03,1.07,1.24,0.11,29,0.08,38,0.08,36,62,2,50,49,1,25.2,23.48,0.88,91,-1.72,22.15,21.32,0,0,0,0,0,,0,0,,0,0,0,0,0,0,21,9,2.49,20,0.06,0.05,0.06,-0.01,,0.17
Efraín Álvarez,Tijuana,Liga MX,2024/2025,2779,Right Wing,Mexico,18/06/02,0.16,0.16,0.12,0.06,2.07,8,45,2,,0.16,0.19,0.21,2.04,0.13,0.15,1.52,0.06,0.06,0.52,0.36,0.33,4.11,0.03,3.01,1.3,1.72,43,0.65,0,2.23,3.37,0.42,0.6,0.13,0.18,12.66,5.08,0,1.91,55.57,3.24,5.96,0.78,1.2,63,0.98,1.59,0.45,48,0.45,18,0.13,0.03,11.46,15.34,1.49,3.34,0.39,55.95,6.93,60,2.69,81,0.03,0,0,40.97,78,3.89,95,63,1.26,5.02,19,74,-3,61.1,4.7,0.48,0.64,44.59,88,5.04,16.35,2.46,1.81,0.65,0.55,3.5,5.31,0.19,33,1.17,39,0.65,13,75,12,14,75,11,20.2,19.41,0.96,98,-0.78,19.45,19.07,0,0,0,0,0,,0,0,,0,0,0,0,0,0,21,10,7.24,49,0.13,0.13,0.01,-0.03,,0.24
Elías Montiel,Pachuca,Liga MX,2024/2025,2806,Right Defensive Midfielder,Mexico,06/10/05,0.06,0.06,0.06,0.04,1.51,4,28,1,,0.05,0.06,0.07,1.86,0.06,0.04,1.19,0,0.03,0.67,0.13,0.14,3.37,-0.01,1.76,1.06,0.71,60,1.19,0,1.96,2.08,1.64,1.63,0.48,0.42,25.15,12.06,0.02,5.9,43.12,3.78,8.27,2.28,3.91,77,2.35,3.98,0.8,48,0.67,34,0.38,0,22.1,21.5,4.62,4.59,0.71,43.97,8.69,39,3.05,66,0.1,0,0.03,46.73,85,5.87,17,70,1.32,7.54,20,79,-6,54.57,7.6,0.47,0.52,45.83,92,5.93,14.11,1.48,0.64,0.83,0.13,1.03,1.67,0.1,9,0.19,27,0.19,17,75,8,17,77,6,20.91,16.06,0.96,98,-4.85,20.07,15.71,0,0,0,0,0,,0,0,,0,0,0,0,0,0,14,7,8.02,49,0.02,0.1,0.03,-0.03,,0.13
Emanuel Gularte,Puebla,Liga MX,2024/2025,2822,Right Centre Back,Uruguay,29/09/97,0.03,0.03,0.07,0.11,0.57,6,17,0,,0.01,0,0.04,0.22,0,0.04,0.22,0,0,0,0.03,0.1,0.8,-0.07,0.32,0.22,0.1,70,0.54,0,0.22,0.54,1.72,0.99,5.61,2.88,11.39,5.49,0.04,4.21,25.02,1.34,7.66,1.63,3.35,85,0.92,1.91,1.08,70,0.29,60,1.95,0,8.8,4.28,2.23,1.4,0.13,30.75,1.75,20,0.7,50,0.22,0,0.03,26.95,79,2.71,11,53,6.06,4.66,12,61,-18,36.55,2.36,0.24,0.3,20.89,96,5.09,2.55,0.1,0.1,0,0.1,1.37,1.47,0.03,0,0.03,17,0.1,31,65,4,44,55,1,24.25,21.58,0.91,92,-2.67,22.14,19.95,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,7,2.11,17,0.02,0.05,0.05,-0.05,,0.08
Emanuel Ley Reyes,Tijuana,Liga MX,2024/2025,22,Centre Forward,Mexico,30/03/06,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,32.31,4.04,0,12.12,69.36,4.04,4.04,0,0,,0,0,0,,0,0,0,0,32.31,59.21,12.12,4.04,0,69.36,28.27,88,4.04,100,0,0,0,4.04,100,0,0,,0,0,100,100,0,84.05,0,0,0,4.04,100,1.14,4.04,0,0,0,4.04,8.08,8.08,0,,0,,4.04,0,100,0,0,100,0,11.31,11.31,1,100,0,11.31,11.31,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,,-0.16,-0.03,,,,-0.18
Emanuel Reynoso,Tijuana,Liga MX,2024/2025,1294,Centre Attacking Midfielder,Argentina,15/11/95,0.28,0.28,0.11,0.09,1.18,24,47,1,,0.17,0.21,0.22,2.5,0.21,0.22,2.37,0,0,0.14,0.49,0.33,3.69,0.16,3.76,2.5,1.25,67,2.64,0,3.76,4.8,0.49,0.56,0.28,0.4,25.32,11.69,0.01,4.38,57.4,3.9,7.03,1.95,2.43,72,2.59,3.15,1.53,21,0.77,43,0.9,0,21.91,30.41,3.55,5.57,0.97,58.53,15.1,69,4.1,74,0.21,0,0,50.78,82,3.69,90,69,1.32,4.31,21,77,-4,62,7.86,0.64,0.72,56.56,86,4.92,22.54,2.09,1.95,0.14,1.04,4.59,6.54,0.28,23,1.04,48,1.46,15,70,15,13,77,10,17.38,15.68,0.98,101,-1.7,16.97,15.86,0,0,0,0,0,,0,0,,0,0,0,0,0,0,19,9,8.21,55,0.09,0.07,0.02,0.02,,0.2
Emiliano Gómez,Puebla,Liga MX,2024/2025,2247,Left Centre Forward,Uruguay,17/09/01,0.2,0.16,0.21,0.1,2.08,8,38,4,100,0.19,0.04,0.12,0.84,0.04,0.11,0.8,0,0,0.04,0.2,0.33,2.92,-0.13,3.12,1.36,1.76,44,1.68,0,2.56,5.05,0.2,0.06,0.48,0.22,18.74,8.17,0,2.32,62.07,2.44,4.29,0.52,0.72,68,0.25,0.31,0.8,45,0.24,26,0.88,0,17.42,8.64,1.84,3.12,0.24,63.67,12.74,73,2.96,95,0.04,0,0,16.94,71,0.6,12,56,0.72,0.84,32,69,-2,61.79,1.96,0.39,0.49,23.31,72,7.07,6.17,0.56,0.52,0.04,0.24,3.56,4.09,0.08,21,0.12,11,0.36,12,70,18,10,69,21,14.39,13.32,0.98,98,-1.07,14.09,13.09,0,0,0,0,0,,0,0,,0,0,0,0,0,0,26,11,2.9,25,-0.01,0.06,-0.01,0,,0.04
Emiliano Rigoni,León,Liga MX,2024/2025,627,Right Wing,Argentina,03/02/93,0.14,0.14,0.15,0.1,1.44,10,30,3,,0.11,0.14,0.24,1.29,0.14,0.21,0.72,0,0.02,0.57,0.29,0.38,2.73,-0.1,2.3,0.86,1.44,38,0.14,0,1.58,3.16,0.43,0.35,0.14,0.12,21.97,10.48,0.03,1.44,52.11,3.3,5.02,1.58,2.01,92,1.45,1.79,1.72,50,0.14,42,0.72,0,18.66,14.66,1.29,2.44,0.14,54.3,10.91,58,2.15,88,0.14,0,0,27.28,70,2.44,69,50,1.44,3.59,26,71,1,63.56,1.15,0.27,0.51,27.56,84,5.43,8.61,1.87,1,0.86,0.43,3.16,4.16,0,31,1,28,0.86,13,66,21,8,65,27,21.17,18.87,0.9,91,-2.3,18.99,17.24,0,0,0,0,0,,0,0,,0,0,0,0,0,0,23,9,5.02,43,0.08,0.1,0.05,-0.04,,0.19
Emilio Lara,Necaxa,Liga MX,2024/2025,2484,Right Centre Back,Mexico,17/05/02,0,0,0,0.03,0.07,0,50,0,,0,0.11,0.01,0.43,0.11,0.01,0.36,0,0,0.07,0.11,0.02,0.51,0.09,0.83,0.65,0.18,78,0.43,0,0.4,0.43,1.81,1.4,2.94,2.34,15.58,7.39,0.07,5.36,31.94,2.94,7.39,1.2,3.01,72,0.98,2.38,0.98,52,0.47,71,0.87,0.04,13.41,10.2,3.44,2.03,0.51,36.56,3.26,24,0.83,41,0.18,0,0,28.52,83,2.86,16,59,3.44,4.38,10,71,-12,46.71,3.23,0.24,0.25,22.72,96,4.35,4.86,0.33,0.11,0.22,0,0.14,0.25,0,33,0.22,43,0,29,64,7,32,58,10,20.97,20.17,0.92,96,-0.8,19.26,19.32,0,0,0,0,0,,0,0,,0,0,0,0,0,0,23,13,3.32,22,0.1,0.03,0.1,0,,0.23
Emilio Lara,América,Liga MX,2024/2025,63,Right Back,Mexico,17/05/02,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4.26,6.65,11.37,5.68,0,2.84,43.19,4.26,8.53,0,0,0,0,0,1.42,0,1.42,100,1.42,0,9.95,15.52,1.42,4.26,0,54.34,5.68,57,2.84,67,0,0,0,49.74,78,0,4,0,4.26,1.42,14,60,-18,40.9,2.84,0.12,0.12,28.42,100,4.64,4.26,0,0,0,0,0,0,0,,0,,0,24,73,3,67,33,0,13.89,9.64,0.84,114,-4.24,11.73,10.98,0,0,0,0,0,,0,0,,0,0,0,0,0,0,24,11,1.42,15,-0.01,0.02,0.15,,,0.16
